fullName,firstName,lastName,gender,house,constituency,party,role,uri,membership_start,membership_end
Harry Colley,Harry,Colley,,12th Dáil,Dublin North-East,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Harry-Colley.D.1944-06-09,1944-06-09,1948-01-12
Con Collins,Con,Collins,,3rd Dáil,Kerry-Limerick West,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Conor-Collins.D.1919-01-21,1922-09-09,1923-08-09
Con Collins,Con,Collins,,2nd Dáil,Kerry-Limerick West,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Conor-Collins.D.1919-01-21,1921-08-16,1922-06-16
Con Collins,Con,Collins,,1st Dáil,Limerick West,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Conor-Collins.D.1919-01-21,1919-01-21,1921-05-10
Edward Collins,Edward,Collins,,24th Dáil,Waterford,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Collins.D.1969-07-02,1982-12-14,1987-01-21
Edward Collins,Edward,Collins,,23rd Dáil,Waterford,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Collins.D.1969-07-02,1982-03-09,1982-11-04
Edward Collins,Edward,Collins,,22nd Dáil,Waterford,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Collins.D.1969-07-02,1981-06-30,1982-02-27
Edward Collins,Edward,Collins,,21st Dáil,Waterford,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Collins.D.1969-07-02,1977-07-05,1981-05-21
Edward Collins,Edward,Collins,,20th Dáil,Waterford,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Collins.D.1969-07-02,1973-03-14,1977-05-25
Edward Collins,Edward,Collins,,19th Dáil,Waterford,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Edward-Collins.D.1969-07-02,1969-07-02,1973-02-05
Gerard Collins,Gerard,Collins,,27th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1992-12-14,1997-05-15
Gerard Collins,Gerard,Collins,,26th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1989-06-29,1992-11-05
Gerard Collins,Gerard,Collins,,25th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1987-03-10,1989-05-25
Gerard Collins,Gerard,Collins,,24th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1982-12-14,1987-01-21
Gerard Collins,Gerard,Collins,,23rd Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1982-03-09,1982-11-04
Gerard Collins,Gerard,Collins,,22nd Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1981-06-30,1982-02-27
Gerard Collins,Gerard,Collins,,21st Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1977-07-05,1981-05-21
Gerard Collins,Gerard,Collins,,20th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1973-03-14,1977-05-25
Gerard Collins,Gerard,Collins,,19th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1969-07-02,1973-02-05
Gerard Collins,Gerard,Collins,,18th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerard-Collins.D.1967-11-09,1967-11-09,1969-05-22
James J. Collins,James J.,Collins,,18th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-J-Collins.D.1948-02-18,1965-04-21,1967-09-01
James J. Collins,James J.,Collins,,17th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-J-Collins.D.1948-02-18,1961-10-11,1965-03-18
James J. Collins,James J.,Collins,,16th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-J-Collins.D.1948-02-18,1957-03-20,1961-09-15
James J. Collins,James J.,Collins,,15th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-J-Collins.D.1948-02-18,1954-06-02,1957-02-12
James J. Collins,James J.,Collins,,14th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-J-Collins.D.1948-02-18,1951-06-13,1954-04-24
James J. Collins,James J.,Collins,,13th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-J-Collins.D.1948-02-18,1948-02-18,1951-05-07
Joan Collins,Joan,Collins,,32nd Dáil,Dublin South-Central,Independents 4 Change,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joan-Collins.D.2011-03-09,2016-03-10,2020-01-14
Joan Collins,Joan,Collins,,31st Dáil,Dublin South-Central,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joan-Collins.D.2011-03-09,2011-03-09,2016-03-09
Joan Collins,Joan,Collins,,33rd Dáil,Dublin South-Central,Independents 4 Change,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joan-Collins.D.2011-03-09,2020-02-08,2024-11-08
Joanne Collins,Joanne,Collins,,27th Seanad,Agricultural Panel,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joanne-Collins.S.2025-01-29,2025-01-29,
Michael Collins,Michael,Collins,,3rd Dáil,"Cork Mid, North, South, South East and West",Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.1919-01-21,1922-09-09,1922-09-09
Michael Collins,Michael,Collins,,2nd Dáil,Armagh,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.1919-01-21,1921-08-16,1922-06-16
Michael Collins,Michael,Collins,,1st Dáil,Cork South,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.1919-01-21,1919-01-21,1921-05-10
Michael Collins,Michael,Collins,,29th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.1997-06-26,2002-06-06,2007-04-30
Michael Collins,Michael,Collins,,28th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.1997-06-26,1997-06-26,2002-04-25
Michael Collins,Michael,Collins,,32nd Dáil,Cork South-West,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.2016-10-03,2016-03-10,2020-01-14
Michael Collins,Michael,Collins,,33rd Dáil,Cork South-West,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.2016-10-03,2020-02-08,2024-11-08
Michael Collins,Michael,Collins,,34th Dáil,Cork South-West,Independent Ireland,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Collins.D.2016-10-03,2024-11-29,
Niall Collins,Niall,Collins,,32nd Dáil,Limerick County,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Niall-Collins.D.2007-06-14,2016-03-10,2020-01-14
Niall Collins,Niall,Collins,,31st Dáil,Limerick,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Niall-Collins.D.2007-06-14,2011-03-09,2016-03-09
Niall Collins,Niall,Collins,,30th Dáil,Limerick West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Niall-Collins.D.2007-06-14,2007-06-14,2011-02-01
Niall Collins,Niall,Collins,,33rd Dáil,Limerick County,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Niall-Collins.D.2007-06-14,2020-02-08,2024-11-08
Niall Collins,Niall,Collins,,34th Dáil,Limerick County,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Niall-Collins.D.2007-06-14,2024-11-29,
Seán Collins,Seán,Collins,,18th Dáil,Cork South-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Collins.D.1948-02-18,1965-04-21,1969-05-22
Seán Collins,Seán,Collins,,17th Dáil,Cork South-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Collins.D.1948-02-18,1961-10-11,1965-03-18
